tick_id,ts,A,R,C,p_hat,n_proposed,n_approved,clamp_reasons,utilization,abandonment_rate
325,324.0,5,2,43,0.9163,1,1,abandonment_cooldown_3pct,0.86,0.11
326,325.0,5,3,42,0.9163,1,1,abandonment_cooldown_3pct,0.84,0.11
327,326.0,5,4,42,0.9163,1,1,abandonment_cooldown_3pct,0.84,0.11
328,327.0,6,5,41,0.9163,1,1,abandonment_cooldown_3pct,0.82,0.11
329,328.0,6,6,41,0.9163,1,1,abandonment_cooldown_3pct,0.82,0.11
330,329.0,7,5,41,0.449,4,4,abandonment_cooldown_3pct,0.82,0.11
331,330.0,7,8,42,0.6143,3,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.11
332,331.0,6,7,43,0.73,2,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.11
333,332.0,7,7,43,0.73,2,1,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.11
334,333.0,7,7,42,0.511,3,1,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.11
335,334.0,7,8,42,0.511,3,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.11
336,335.0,5,5,43,0.6853,2,1,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.11
337,336.0,4,5,44,0.7797,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.11
338,337.0,3,4,44,0.8458,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.11
339,338.0,3,3,45,0.892,1,1,abandonment_cooldown_3pct,0.9,0.11
340,339.0,2,3,45,0.9244,1,1,abandonment_cooldown_3pct,0.9,0.11
341,340.0,3,4,45,0.9244,1,1,abandonment_cooldown_3pct,0.9,0.11
342,341.0,3,5,45,0.9244,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.11
343,342.0,4,5,44,0.9244,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.11
344,343.0,4,4,43,0.6471,2,1,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.11
345,344.0,4,4,44,0.753,1,1,abandonment_cooldown_3pct,0.88,0.11
346,345.0,4,3,42,0.369,3,3,abandonment_cooldown_3pct,0.84,0.11
347,346.0,4,6,40,0.369,3,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
348,347.0,5,5,40,0.2583,6,4,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
349,348.0,6,9,40,0.2583,6,1,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
350,349.0,6,10,40,0.2583,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
351,350.0,8,9,40,0.1808,11,7,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
352,351.0,10,16,40,0.1808,14,4,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
353,352.0,10,19,39,0.1266,20,3,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.11
354,353.0,9,21,39,0.3886,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.11
355,354.0,7,19,40,0.7004,2,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.11
356,355.0,5,16,42,0.7502,2,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.11
357,356.0,4,15,43,0.8252,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.11
358,357.0,4,14,44,0.8776,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.11
359,358.0,3,10,46,0.7207,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.11
360,359.0,2,6,47,0.4859,2,0,binomial_safety_bound;abandonment_cooldown_3pct,0.94,0.11
361,360.0,1,4,48,0.4481,2,0,binomial_safety_bound;abandonment_cooldown_3pct,0.96,0.11
362,361.0,0,3,49,0.6137,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.98,0.11
363,362.0,0,2,49,0.7296,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.98,0.12
364,363.0,0,0,49,0.8675,0,0,abandonment_cooldown_3pct,0.98,0.14
365,364.0,1,0,48,0.8675,1,1,abandonment_cooldown_3pct,0.96,0.14
366,365.0,1,1,48,0.8675,1,1,abandonment_cooldown_3pct,0.96,0.14
367,366.0,1,2,48,0.8675,1,1,abandonment_cooldown_3pct,0.96,0.14
368,367.0,1,3,48,0.8675,1,1,abandonment_cooldown_3pct,0.96,0.14
369,368.0,1,4,48,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.96,0.14
370,369.0,2,4,48,0.8675,1,1,abandonment_cooldown_3pct,0.96,0.14
371,370.0,2,5,47,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.94,0.14
372,371.0,2,5,47,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.94,0.14
373,372.0,2,5,46,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.14
374,373.0,2,5,45,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.14
375,374.0,2,5,45,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.14
376,375.0,3,5,45,0.8675,1,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.14
377,376.0,3,3,44,0.4251,3,3,abandonment_cooldown_3pct,0.88,0.14
378,377.0,4,5,43,0.2975,5,3,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.14
379,378.0,5,7,42,0.2083,8,4,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
380,379.0,5,11,42,0.2083,8,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
381,380.0,5,10,41,0.1458,11,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
382,381.0,6,12,41,0.1458,12,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
383,382.0,7,14,41,0.1458,14,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
384,383.0,8,16,41,0.1458,15,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
385,384.0,8,18,41,0.1458,15,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
386,385.0,9,16,41,0.0714,34,9,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
387,386.0,9,25,40,0.0714,34,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.14
388,387.0,9,24,40,0.05,48,3,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.14
389,388.0,7,24,42,0.4642,4,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
390,389.0,6,20,43,0.3214,5,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.14
391,390.0,6,17,42,0.1103,16,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
392,391.0,7,15,42,0.054,38,7,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
393,392.0,7,21,41,0.0378,41,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
394,393.0,7,22,41,0.0265,41,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
395,394.0,7,20,41,0.0064,41,6,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.14
396,395.0,7,23,42,0.2122,9,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
397,396.0,7,21,42,0.104,19,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
398,397.0,8,17,42,0.025,45,8,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
399,398.0,7,24,42,0.3175,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
400,399.0,7,24,42,0.3175,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
401,400.0,6,23,42,0.5222,3,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
402,401.0,6,18,42,0.0878,20,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.14
403,402.0,6,17,40,0.0614,28,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.14
404,403.0,7,14,40,0.0211,39,7,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.14
405,404.0,7,16,39,0.0035,39,7,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.14
406,405.0,8,22,39,0.0025,43,6,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.14
407,406.0,8,25,39,0.0009,43,3,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.14
408,407.0,10,27,39,0.0006,51,8,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.14
409,408.0,10,31,39,0.0001,51,5,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.14
410,409.0,11,35,38,0.0001,54,4,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
411,410.0,11,39,38,0.0001,54,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
412,411.0,11,38,38,0.0001,54,1,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
413,412.0,11,36,37,0.0,54,3,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.14
414,413.0,11,32,37,0.0,54,7,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.14
415,414.0,11,32,38,0.147,18,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
416,415.0,11,28,38,0.0353,54,5,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
417,416.0,11,29,38,0.0085,54,8,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.14
418,417.0,12,29,37,0.0005,58,12,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.14
419,418.0,12,39,35,0.0002,58,3,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.14
420,419.0,12,39,35,0.0001,58,3,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.14
421,420.0,11,40,36,0.3,11,0,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.14
422,421.0,10,39,37,0.51,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.13
423,422.0,10,36,37,0.4749,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.12
424,423.0,11,29,38,0.1861,18,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.11
425,424.0,11,27,38,0.0912,37,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.11
426,425.0,10,20,39,0.1104,28,3,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.1
427,426.0,10,13,39,0.0031,63,10,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.1
428,427.0,10,17,40,0.0724,44,10,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.09
429,428.0,9,25,41,0.3355,8,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.08
430,429.0,9,23,41,0.1644,18,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.08
431,430.0,9,23,40,0.1644,18,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.08
432,431.0,9,23,38,0.1644,17,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.08
433,432.0,8,21,39,0.3805,6,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.07
434,433.0,7,17,39,0.2384,9,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.07
435,434.0,7,15,39,0.1168,20,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.07
436,435.0,6,8,41,0.4566,4,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.07
437,436.0,8,3,41,0.0767,34,8,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.07
438,437.0,8,9,40,0.0376,52,8,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.07
439,438.0,9,16,39,0.0263,56,9,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.07
440,439.0,9,25,38,0.0263,56,2,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.07
441,440.0,9,27,38,0.0263,56,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.07
442,441.0,9,26,37,0.0184,56,2,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.07
443,442.0,10,25,37,0.0063,61,8,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.07
444,443.0,11,30,36,0.0022,65,7,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.07
445,444.0,12,33,36,0.0005,70,7,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.07
446,445.0,12,31,35,0.0,70,9,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.07
447,446.0,13,40,35,0.0,75,4,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.07
448,447.0,13,41,34,0.0,75,3,binomial_safety_bound;abandonment_cooldown_3pct,0.68,0.07
449,448.0,14,39,33,0.0,80,8,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.07
450,449.0,13,42,34,0.1029,36,0,binomial_safety_bound;abandonment_cooldown_3pct,0.68,0.06
451,450.0,14,39,33,0.0353,96,2,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.06
452,451.0,14,35,33,0.0042,96,12,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.06
453,452.0,14,36,33,0.3001,15,0,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
454,453.0,15,30,33,0.0353,101,13,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
455,454.0,15,34,33,0.0014,101,15,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
456,455.0,16,46,33,0.0005,107,8,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
457,456.0,16,53,33,0.0003,107,1,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
458,457.0,17,52,32,0.0002,112,6,binomial_safety_bound;abandonment_cooldown_3pct,0.64,0.05
459,458.0,16,52,33,0.0504,107,0,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
460,459.0,16,43,33,0.002,108,12,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
461,460.0,16,47,33,0.0001,108,8,binomial_safety_bound;abandonment_cooldown_3pct,0.66,0.05
462,461.0,15,44,34,0.0085,103,6,binomial_safety_bound;abandonment_cooldown_3pct,0.68,0.05
463,462.0,15,39,35,0.0722,72,0,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.05
464,463.0,15,36,35,0.0248,104,11,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.05
465,464.0,15,41,35,0.0029,104,11,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.05
466,465.0,15,52,34,0.0029,103,0,binomial_safety_bound;abandonment_cooldown_3pct,0.68,0.05
467,466.0,14,46,35,0.2103,23,0,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.05
468,467.0,14,40,35,0.0247,97,3,binomial_safety_bound;abandonment_cooldown_3pct,0.7,0.05
469,468.0,13,37,36,0.0533,86,0,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.05
470,469.0,12,33,37,0.1598,27,0,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.05
471,470.0,13,28,37,0.0269,93,13,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.05
472,471.0,13,31,36,0.0008,92,13,binomial_safety_bound;abandonment_cooldown_3pct,0.72,0.05
473,472.0,12,36,37,0.0248,88,2,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.05
474,473.0,12,36,37,0.0121,88,4,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.05
475,474.0,11,35,38,0.1049,39,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
476,475.0,11,32,37,0.036,82,1,binomial_safety_bound;abandonment_cooldown_3pct,0.74,0.05
477,476.0,11,32,38,0.3252,12,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
478,477.0,11,28,38,0.0781,53,1,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
479,478.0,11,23,38,0.0092,84,11,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
480,479.0,8,27,41,0.2261,14,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.05
481,480.0,7,22,43,0.2879,12,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
482,481.0,5,19,44,0.5458,5,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.88,0.05
483,482.0,4,15,45,0.431,5,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
484,483.0,4,13,44,0.2112,11,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.88,0.05
485,484.0,4,13,43,0.2112,11,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
486,485.0,4,11,42,0.1035,23,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.84,0.05
487,486.0,5,10,39,0.0724,37,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
488,487.0,5,5,39,0.0122,54,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
489,488.0,6,5,39,0.0122,61,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
490,489.0,7,2,39,0.0042,68,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
491,490.0,8,1,39,0.0029,75,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
492,491.0,11,0,39,0.002,96,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
493,492.0,11,0,39,0.002,96,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
494,493.0,11,0,39,0.002,96,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.78,0.05
495,494.0,11,0,38,0.002,96,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.76,0.05
496,495.0,11,0,38,0.002,96,11,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
497,496.0,11,11,38,0.002,96,11,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
498,497.0,11,22,38,0.002,96,11,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
499,498.0,11,33,38,0.002,96,5,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
500,499.0,12,38,38,0.002,103,4,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
501,500.0,12,42,38,0.002,103,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
502,501.0,12,42,38,0.002,103,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
503,502.0,12,42,38,0.002,103,0,binomial_safety_bound;abandonment_cooldown_3pct,0.76,0.05
504,503.0,10,32,40,0.175,25,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
505,504.0,10,29,40,0.06,73,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
506,505.0,10,23,39,0.0071,87,10,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.05
507,506.0,8,24,41,0.2276,16,0,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.05
508,507.0,7,16,42,0.0378,70,6,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
509,508.0,7,17,42,0.0064,70,7,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
510,509.0,7,23,42,0.0045,70,2,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
511,510.0,8,25,42,0.0045,88,4,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
512,511.0,8,28,42,0.0031,88,1,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
513,512.0,7,26,42,0.1481,26,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
514,513.0,6,22,43,0.1385,25,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
515,514.0,6,20,43,0.0678,51,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
516,515.0,5,19,43,0.3475,8,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
517,516.0,4,16,44,0.3292,8,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
518,517.0,5,10,44,0.0387,62,5,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
519,518.0,5,10,43,0.0065,62,5,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
520,519.0,5,13,43,0.0032,62,5,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
521,520.0,6,17,43,0.0022,70,4,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
522,521.0,6,19,43,0.0011,70,2,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
523,522.0,6,21,43,0.0011,70,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
524,523.0,6,20,44,0.3008,11,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
525,524.0,6,19,44,0.2105,16,0,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
526,525.0,6,14,44,0.0354,67,4,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
527,526.0,5,16,45,0.3173,9,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
528,527.0,4,14,45,0.3655,7,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
529,528.0,4,10,45,0.0878,31,1,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
530,529.0,4,10,44,0.0614,44,2,binomial_safety_bound;abandonment_cooldown_3pct,0.88,0.05
531,530.0,3,9,45,0.2311,10,0,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
532,531.0,2,8,46,0.4617,4,0,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
533,532.0,3,6,46,0.2263,11,1,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
534,533.0,3,6,46,0.1584,15,2,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
535,534.0,4,5,46,0.0543,53,4,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
536,535.0,4,9,46,0.0543,53,4,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
537,536.0,4,13,46,0.0543,53,0,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
538,537.0,4,12,46,0.038,58,2,binomial_safety_bound;abandonment_cooldown_3pct,0.92,0.05
539,538.0,4,13,45,0.0266,57,2,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
540,539.0,4,14,45,0.0186,57,1,binomial_safety_bound;abandonment_cooldown_3pct,0.9,0.05
541,540.0,4,15,45,0.0186,64,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
542,541.0,4,14,45,0.013,64,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
543,542.0,4,14,45,0.013,64,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
544,543.0,5,10,45,0.0031,73,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
545,544.0,5,8,45,0.0015,73,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
546,545.0,5,5,45,0.0005,73,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
547,546.0,5,4,45,0.0004,73,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
548,547.0,5,3,45,0.0003,73,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.9,0.05
549,548.0,5,1,43,0.0001,72,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
550,549.0,5,0,43,0.0001,72,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
551,550.0,5,0,43,0.0001,72,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
552,551.0,5,0,43,0.0001,72,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
553,552.0,5,0,43,0.0001,72,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
554,553.0,7,0,43,0.0001,90,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
555,554.0,7,0,43,0.0001,90,0,binomial_safety_bound;circuit_open;abandonment_cooldown_3pct,0.86,0.05
556,555.0,7,0,43,0.0001,90,7,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
557,556.0,7,7,43,0.0001,90,7,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
558,557.0,7,14,43,0.0001,90,7,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
559,558.0,7,21,41,0.0001,89,4,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.05
560,559.0,7,25,40,0.0001,88,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
561,560.0,7,25,39,0.0001,88,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.05
562,561.0,7,25,39,0.0001,88,0,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.05
563,562.0,7,24,39,0.0001,88,1,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.05
564,563.0,8,22,40,0.3,15,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
565,564.0,9,19,40,0.1029,51,2,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
566,565.0,10,13,40,0.0059,113,10,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
567,566.0,10,23,40,0.0059,113,10,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
568,567.0,10,29,40,0.0014,113,6,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
569,568.0,10,31,39,0.0003,113,4,binomial_safety_bound;abandonment_cooldown_3pct,0.78,0.05
570,569.0,9,34,40,0.3002,18,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
571,570.0,9,32,40,0.1471,40,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
572,571.0,9,31,40,0.103,58,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
573,572.0,9,28,40,0.0353,120,0,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
574,573.0,10,25,40,0.0121,130,9,binomial_safety_bound;abandonment_cooldown_3pct,0.8,0.05
575,574.0,9,25,41,0.0358,120,3,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.05
576,575.0,8,22,42,0.0762,73,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
577,576.0,7,15,43,0.0783,65,5,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
578,577.0,6,17,43,0.1739,26,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
579,578.0,6,17,43,0.1739,26,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.05
580,579.0,6,17,42,0.1739,26,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
581,580.0,6,17,42,0.1739,26,0,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.05
582,581.0,5,15,43,0.2952,13,0,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.04
583,582.0,6,13,43,0.1446,31,1,binomial_safety_bound;abandonment_cooldown_3pct,0.86,0.04
584,583.0,6,11,42,0.0496,90,6,binomial_safety_bound;abandonment_cooldown_3pct,0.84,0.04
585,584.0,7,15,41,0.0243,99,7,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.04
586,585.0,7,16,41,0.0029,99,7,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.04
587,586.0,7,23,41,0.0029,99,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.04
588,587.0,7,23,41,0.0014,99,2,binomial_safety_bound;abandonment_cooldown_3pct,0.82,0.04
